latitude,longitude,time,u10,v10,i10fg,windspeed,bf,month,year
43.5,10.0,2017-01-09 05:00:00,-2.9340181,1.0433162,5.039858,6.053124010335433,BF4,1,2017
43.5,10.0,2017-01-09 06:00:00,-2.6591415,1.4062381,4.905628,5.847237796118903,BF4,1,2017
43.5,10.0,2017-01-09 07:00:00,-2.4968505,1.7074699,5.4727516,5.879837513766884,BF4,1,2017
43.5,10.0,2017-01-09 08:00:00,-2.493856,1.868258,5.486845,6.057097250299375,BF4,1,2017
43.5,10.0,2017-01-09 09:00:00,-2.3100061,1.9804816,5.39624,5.914667415493437,BF4,1,2017
43.5,10.0,2017-01-09 10:00:00,-1.9219451,0.71189564,5.011669,3.9840127176600384,BF3,1,2017
43.5,10.0,2017-01-09 11:00:00,-1.9417076,0.4467592,4.787506,3.8729959941213545,BF3,1,2017
43.5,10.0,2017-01-09 12:00:00,-1.9584756,1.2257615,4.7848206,4.491129749582345,BF3,1,2017
43.5,10.0,2017-01-09 13:00:00,-1.4596252,1.9831069,4.629114,4.786445661927614,BF3,1,2017
43.5,10.0,2017-01-09 14:00:00,-1.477591,1.6917192,4.423069,4.366165968026079,BF3,1,2017
43.5,10.0,2017-01-09 15:00:00,-1.75666,1.5401189,4.3479004,4.541205421343285,BF3,1,2017
43.5,10.0,2017-01-09 16:00:00,-1.520709,1.5913086,4.4338093,4.278586313212308,BF3,1,2017
43.5,10.0,2017-01-09 17:00:00,-1.0320396,1.6503737,4.6230736,3.7836817772782845,BF3,1,2017
43.5,10.0,2017-01-09 18:00:00,-0.52121234,1.6529987,4.7237453,3.369118781133492,BF3,1,2017
43.5,10.0,2017-01-09 19:00:00,0.31719136,1.2119797,3.3760738,2.4352463840476797,BF2,1,2017
43.5,10.0,2017-01-09 20:00:00,0.11777091,0.92978007,3.1633186,1.8217888109092157,BF2,1,2017
43.5,10.0,2017-01-09 21:00:00,-1.0188646,0.8923722,3.4821148,2.6327529586894367,BF2,1,2017
43.5,10.0,2017-01-09 22:00:00,-2.09262,1.5854021,4.8304596,5.103307427544805,BF3,1,2017
43.5,10.0,2017-01-09 23:00:00,-2.6663275,1.6254351,5.8183937,6.070070035528765,BF4,1,2017
43.5,10.0,2017-01-10 00:00:00,-3.4514327,1.6917192,6.502968,7.471623800806341,BF4,1,2017
43.5,10.0,2017-01-10 01:00:00,-4.0419083,1.6634992,7.0955954,8.496235444700378,BF5,1,2017
43.5,10.0,2017-01-10 02:00:00,-4.534171,1.7586596,7.7365446,9.45347979602187,BF5,1,2017
43.5,10.0,2017-01-10 03:00:00,-5.451624,1.2500439,8.810387,10.872124518648555,BF6,1,2017
43.5,10.0,2017-01-10 04:00:00,-6.6020336,0.63314223,10.447326,12.89220579090014,BF6,1,2017
43.5,10.0,2017-01-10 05:00:00,-7.535057,0.65742457,11.815132,14.702622457033877,BF7,1,2017
